,Candidate,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Partisan Lean,Primary %,Won Primary,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,STEM?,Obama Alum?,Party Support?,Emily Endorsed?,Guns Sense Candidate?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,total_runners
408,Jackie Patton,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,0,-13.63,13.58,No,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,,No,,No,,,,13
409,John Peters,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,0,-13.63,1.49,No,0,0.0,0.0,0.0,0,0.0,0.0,,,No,,,,,No,,No,,,,13
410,John Russell,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,0,-13.63,16.700001,No,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,,Yes,,No,,,,13
411,John Russell,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,0,-13.63,16.27,No,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,,Yes,,No,,,,13
412,Zach Scott,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,0,-13.63,16.1,No,0,0.0,0.0,1.0,0,0.0,0.0,,,No,,,,,No,,No,,,,13
413,Zach Scott,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,0,-13.63,16.76,No,0,0.0,0.0,1.0,0,0.0,0.0,,,No,,,,,No,,No,,,,13
415,Rick Neal,OH,U.S. House Ohio District 15,Representative,Regular,5/8/18,Advanced,None,1,-15.48,63.540001,Yes,0,0.0,1.0,0.0,0,0.0,0.0,,,Yes,,,,,,,,,,,2
416,Rob Jarvis,OH,U.S. House Ohio District 15,Representative,Regular,5/8/18,Lost,None,0,-15.48,36.459999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,No,,,,,,,,,,,2
417,Aaron Godfrey,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,0,-17.030001,7.9099998,No,0,0.0,0.0,0.0,0,1.0,0.0,,,Yes,,,,Yes,,,,,,,6
418,Grant Goodrich,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,0,-17.030001,28.059999,No,0,1.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,No,,,,,,,6
419,John Wilson,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,0,-17.030001,4.48,No,0,0.0,0.0,0.0,0,0.0,0.0,,,No,,,,No,,,,,,,6
420,Mark Dent,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,0,-17.030001,9.3800001,No,0,1.0,0.0,0.0,0,0.0,0.0,,,No,,,,No,,,,,,,6
421,Susan Moran Palmer,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Advanced,None,1,-17.030001,34.630001,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,No,,,,,,,6
422,TJ Mulloy,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,0,-17.030001,15.54,No,0,0.0,0.0,0.0,0,0.0,0.0,,,No,,,,No,,,,,,,6
423,Janet Everhard,OH,U.S. House Ohio District 2,Representative,Regular,5/8/18,Lost,None,0,-17.360001,34.400002,No,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,,,,,,,,3
424,Jill Schiller,OH,U.S. House Ohio District 2,Representative,Regular,5/8/18,Advanced,None,1,-17.360001,54.200001,Yes,0,0.0,0.0,0.0,0,0.0,1.0,,,Yes,,,,,,,,,,,3
425,William Smith,OH,U.S. House Ohio District 2,Representative,Regular,5/8/18,Lost,None,0,-17.360001,11.4,No,0,0.0,0.0,0.0,0,0.0,0.0,,,No,,,,,,,,,,,3
426,Cody James Slatzer-Rose,OH,U.S. House Ohio District 4,Representative,Regular,5/8/18,Lost,None,0,-31.23,16.15,No,0,0.0,0.0,0.0,0,1.0,0.0,,,No,,,,,,,,,,,2
427,Janet Garrett,OH,U.S. House Ohio District 4,Representative,Regular,5/8/18,Advanced,None,1,-31.23,83.849998,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,,,,,,,,2
428,James Neu Jr.,OH,U.S. House Ohio District 5,Representative,Regular,5/8/18,Lost,None,0,-23.809999,26.700001,No,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,,,,,,,,2
429,John Michael Galbraith,OH,U.S. House Ohio District 5,Representative,Regular,5/8/18,Advanced,None,1,-23.809999,73.199997,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,No,,,,,,,,,,,2
430,Shawna Roberts,OH,U.S. House Ohio District 6,Representative,Regular,5/8/18,Advanced,None,1,-37.610001,74.5,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,Yes,,,,2
431,Werner Lange,OH,U.S. House Ohio District 6,Representative,Regular,5/8/18,Lost,None,0,-37.610001,25.5,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,No,,,,2
432,Ken Harbaugh,OH,U.S. House Ohio District 7,Representative,Regular,5/8/18,Advanced,None,1,-27.18,80.199997,Yes,0,1.0,0.0,0.0,0,0.0,0.0,Yes,,No,,,,,,,,,Yes,,2
433,Patrick Pikus,OH,U.S. House Ohio District 7,Representative,Regular,5/8/18,Lost,None,0,-27.18,19.799999,No,0,0.0,0.0,0.0,0,0.0,0.0,No,,No,,,,,,,,,No,,2
434,Bill Ebben,OH,U.S. House Ohio District 8,Representative,Regular,5/8/18,Lost,None,0,-34.779999,12.18,No,0,1.0,0.0,0.0,0,0.0,0.0,,,No,,,,,,,,,,,4
435,Matthew Guyette,OH,U.S. House Ohio District 8,Representative,Regular,5/8/18,Lost,None,0,-34.779999,13.63,No,0,0.0,1.0,0.0,0,0.0,0.0,,,No,,,,,,,,,,,4
436,Ted Jones,OH,U.S. House Ohio District 8,Representative,Regular,5/8/18,Lost,None,0,-34.779999,16.280001,No,0,0.0,0.0,0.0,0,0.0,0.0,,,No,,,,,,,,,,,4
437,Vanessa Enoch,OH,U.S. House Ohio District 8,Representative,Regular,5/8/18,Advanced,None,1,-34.779999,57.91,Yes,1,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,,,,,,,,4
438,Amanda Douglas,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Advanced,On the Ballot,0,-31.959999,32.41,,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,,,,,,,,5
439,David Matthew Hullum,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Lost,None,0,-31.959999,5.02,,0,0.0,0.0,0.0,0,0.0,0.0,,,No,,,,,,,,,,,5
440,Gwendolyn Fields,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Lost,None,0,-31.959999,19.620001,,0,0.0,0.0,0.0,0,0.0,0.0,,,No,,,,,,,,,,,5
441,Mark Keeter,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Lost,None,0,-31.959999,8.46,,0,0.0,0.0,0.0,0,0.0,0.0,,,No,,,,,,,,,,,5
442,Tim Gilpin,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Advanced,Advanced,1,-31.959999,34.48,,0,0.0,0.0,0.0,0,0.0,0.0,,,No,,,,,,,,,,,5
443,Clay Padgett,OK,U.S. House Oklahoma District 2,Representative,Regular,6/26/18,Advanced,On the Ballot,0,-49.009998,24.23,,0,1.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,4
444,Elijah McIntosh,OK,U.S. House Oklahoma District 2,Representative,Regular,6/26/18,Lost,None,0,-49.009998,19.02,,1,1.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,4
445,Jason Nichols,OK,U.S. House Oklahoma District 2,Representative,Regular,6/26/18,Advanced,Advanced,1,-49.009998,37.880001,,1,0.0,0.0,1.0,0,1.0,0.0,,,,,,,,,,,,,,4
446,Virginia Jenner,OK,U.S. House Oklahoma District 2,Representative,Regular,6/26/18,Lost,None,0,-49.009998,18.860001,,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,4
447,Frankie Robbins,OK,U.S. House Oklahoma District 3,Representative,Regular,6/26/18,Advanced,None,1,-54.009998,64.839996,Yes,0,0.0,0.0,0.0,0,1.0,0.0,,,,,,,,,,,,,,2
448,Murray Thibodeaux,OK,U.S. House Oklahoma District 3,Representative,Regular,6/26/18,Lost,None,0,-54.009998,35.16,No,0,0.0,0.0,0.0,0,1.0,0.0,,,,,,,,,,,,,,2
449,Fred Gipson,OK,U.S. House Oklahoma District 4,Representative,Regular,6/26/18,Advanced,On the Ballot,0,-39.130001,30.360001,,0,1.0,0.0,1.0,0,0.0,0.0,,,,,,,,,,,,,,4
450,Mallory Varner,OK,U.S. House Oklahoma District 4,Representative,Regular,6/26/18,Lost,None,0,-39.130001,18.610001,,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,4
451,Mary Brannon,OK,U.S. House Oklahoma District 4,Representative,Regular,6/26/18,Advanced,Advanced,1,-39.130001,34.360001,,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,4
452,Roxann Klutts,OK,U.S. House Oklahoma District 4,Representative,Regular,6/26/18,Lost,None,0,-39.130001,16.67,,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,4
453,Eddie Porter,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Lost,None,0,-17.18,10.63,,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,6
454,Elysabeth Britt,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Lost,None,0,-17.18,13.51,,0,1.0,1.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,6
455,Kendra Horn,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Advanced,Advanced,1,-17.18,43.84,,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,6
456,Leona Kelley-Leonard,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Lost,None,0,-17.18,8.4200001,,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,6
457,Tom Guild,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Advanced,On the Ballot,0,-17.18,17.91,,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,6
458,Tyson Todd Meade,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Lost,None,0,-17.18,5.6900001,,0,0.0,1.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,6
459,Eric Burnette,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,0,-21.68,4.6199999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,Yes,,,,Yes,,,7
460,Jamie McLeod-Skinner,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Advanced,None,1,-21.68,42.82,Yes,0,0.0,1.0,1.0,0,1.0,0.0,,,,,,,,,,Yes,,,,7
461,Jennifer Neahring,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,0,-21.68,23.68,No,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,7
462,Jim Crary,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,0,-21.68,11.44,No,0,1.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,7
463,Michael Byrne,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,0,-21.68,4.3000002,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,7
464,Raz Mason,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,0,-21.68,5.3000002,No,0,1.0,0.0,0.0,0,1.0,0.0,,,,,,,,,,,,,,7
465,Timothy White,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,0,-21.68,5.8600001,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,7
466,Rachel Reddick,PA,U.S. House Pennsylvania District 1,Representative,Regular,5/15/18,Lost,None,0,-0.63,35.330002,No,0,1.0,0.0,0.0,0,0.0,0.0,,Yes,Yes,,,,,,,,,Yes,,3
467,Scott Wallace,PA,U.S. House Pennsylvania District 1,Representative,Regular,5/15/18,Advanced,None,1,-0.63,56.48,Yes,0,0.0,0.0,0.0,1,0.0,0.0,,,Yes,,,,,,,,,,,3
468,Steve Bacher,PA,U.S. House Pennsylvania District 1,Representative,Regular,5/15/18,Lost,None,0,-0.63,8.1899996,No,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,,,,,,,,3
469,Alan Howe,PA,U.S. House Pennsylvania District 10,Representative,Regular,5/15/18,Lost,None,0,-10.86,10.81,No,0,1.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,4
470,Eric Ding,PA,U.S. House Pennsylvania District 10,Representative,Regular,5/15/18,Lost,None,0,-10.86,17.99,No,1,0.0,0.0,0.0,0,1.0,0.0,,,,,,,,,,,,,,4
471,George Scott,PA,U.S. House Pennsylvania District 10,Representative,Regular,5/15/18,Advanced,None,1,-10.86,36.330002,Yes,0,1.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,4
472,Shavonnia Corbin-Johnson,PA,U.S. House Pennsylvania District 10,Representative,Regular,5/15/18,Lost,None,0,-10.86,34.869999,No,1,0.0,0.0,0.0,0,0.0,1.0,,Yes,,,,,,,,,,,,4
474,Judy Herschel,PA,U.S. House Pennsylvania District 12,Representative,Regular,5/15/18,Lost,None,0,-36.009998,49.610001,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,2
475,Marc Friedenberg,PA,U.S. House Pennsylvania District 12,Representative,Regular,5/15/18,Advanced,None,1,-36.009998,50.389999,Yes,0,0.0,0.0,0.0,0,1.0,0.0,,,Yes,,,,,,,,,,,2
477,Adam Sedlock,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Lost,None,0,-28.709999,23.879999,No,0,0.0,0.0,0.0,0,1.0,0.0,,,,,,,,,,,,,,4
478,Bibiana Boerio,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Advanced,None,1,-28.709999,43.200001,Yes,0,0.0,0.0,0.0,0,1.0,0.0,,,,,,,,,,,,,,4
479,Robert Solomon,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Lost,None,0,-28.709999,19.040001,No,0,0.0,0.0,0.0,0,1.0,0.0,,,,,,,,,,,,,,4
480,Tom Prigg,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Lost,None,0,-28.709999,13.89,No,0,1.0,0.0,0.0,0,1.0,0.0,,,,,,,,,,,,,,4
481,Susan Boser,PA,U.S. House Pennsylvania District 15,Representative,Regular,5/15/18,Advanced,None,1,-41.73,74.559998,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,2
482,Wade Jodun,PA,U.S. House Pennsylvania District 15,Representative,Regular,5/15/18,Lost,None,0,-41.73,25.440001,No,0,0.0,0.0,0.0,0,1.0,0.0,,,,,,,,,,,,,,2
483,Chris Rieger,PA,U.S. House Pennsylvania District 16,Representative,Regular,5/15/18,Lost,None,0,-18.73,24.92,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,3
484,Robert Multari,PA,U.S. House Pennsylvania District 16,Representative,Regular,5/15/18,Lost,None,0,-18.73,15.11,No,0,0.0,0.0,0.0,0,1.0,0.0,,,,,,,,,,,,,,3
485,Ronald DiNicola,PA,U.S. House Pennsylvania District 16,Representative,Regular,5/15/18,Advanced,None,1,-18.73,59.970001,Yes,0,1.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,3
486,Joe Hoeffel,PA,U.S. House Pennsylvania District 4,Representative,Regular,5/15/18,Lost,None,0,15.27,10.96,No,0,0.0,0.0,1.0,0,0.0,0.0,,,,,,,,,,,,,,3
487,Madeleine Dean,PA,U.S. House Pennsylvania District 4,Representative,Regular,5/15/18,Advanced,None,1,15.27,72.559998,Yes,0,0.0,0.0,1.0,0,0.0,0.0,,Yes,Yes,,,,,,,,,,,3
488,Shira Goodman,PA,U.S. House Pennsylvania District 4,Representative,Regular,5/15/18,Lost,None,0,15.27,16.49,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,3
489,Ashley Lunkenheimer,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,0,25.540001,15.31,No,0,0.0,1.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,10
490,Gregory Vitali,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,0,25.540001,9.4300003,No,0,0.0,0.0,1.0,0,0.0,0.0,,,,,,,,,,,,,,10
491,Larry Arata,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,0,25.540001,1.52,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,10
492,Lindy Li,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,0,25.540001,6.98,No,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,10
493,Margo Davidson,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,0,25.540001,3.98,No,1,0.0,0.0,1.0,0,0.0,0.0,,,Yes,,,,,,,,,,,10
494,Mary Gay Scanlon,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Advanced,None,1,25.540001,28.370001,Yes,0,0.0,0.0,1.0,0,0.0,0.0,,,,,,,,,,,,,,10
495,Molly Sheehan,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,0,25.540001,10.24,No,0,0.0,0.0,0.0,0,1.0,0.0,,,Yes,,,,Yes,,,,,,,10
496,Richard Lazer,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,0,25.540001,14.99,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,10
497,Thaddeus Kirkland,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,0,25.540001,3.99,No,1,0.0,0.0,1.0,0,0.0,0.0,,,,,,,,,,,,,,10
498,Theresa Wright,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,0,25.540001,5.1900001,No,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,10
500,David Clark,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Lost,None,0,0.07,1.7,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,No,6
501,Greg Edwards,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Lost,None,0,0.07,25.43,No,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,Yes,,Yes,Yes,,Yes,,No,6
502,John Morganelli,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Lost,None,0,0.07,30.15,No,0,0.0,0.0,1.0,0,0.0,0.0,,,,,,,,,,,,,Yes,6
503,Rick Daugherty,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Lost,None,0,0.07,3.8599999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,No,6
504,Roger Ruggles,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Lost,None,0,0.07,5.4099998,No,0,1.0,0.0,0.0,0,1.0,0.0,,,,,,,,,,,,,No,6
505,Susan Wild,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Advanced,None,1,0.07,33.450001,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,Yes,,,,,,,,,,,No,6
506,Denny Wolff,PA,U.S. House Pennsylvania District 9,Representative,Regular,5/15/18,Advanced,None,1,-32.029999,40.549999,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,3
507,Gary Wegman,PA,U.S. House Pennsylvania District 9,Representative,Regular,5/15/18,Lost,None,0,-32.029999,31.290001,No,0,0.0,0.0,0.0,0,1.0,0.0,,,,,,,,,,,,,,3
508,Laura Quick,PA,U.S. House Pennsylvania District 9,Representative,Regular,5/15/18,Lost,None,0,-32.029999,28.16,No,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,,,,,,,,3
509,Joe Cunningham,SC,U.S. House South Carolina District 1,Representative,Regular,6/12/18,Advanced,None,1,-16.879999,71.5,Yes,0,0.0,0.0,0.0,0,1.0,0.0,,,,,,,,,,,,,,2
510,Toby Smith,SC,U.S. House South Carolina District 1,Representative,Regular,6/12/18,Lost,None,0,-16.879999,28.5,No,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,2
511,Annabelle Robertson,SC,U.S. House South Carolina District 2,Representative,Regular,6/12/18,Advanced,Lost,0,-20.73,41.810001,No,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,Yes,,,,,,,3
512,Phil Black,SC,U.S. House South Carolina District 2,Representative,Regular,6/12/18,Lost,None,0,-20.73,18.370001,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,3
513,Sean Carrigan,SC,U.S. House South Carolina District 2,Representative,Regular,6/12/18,Advanced,Advanced,1,-20.73,39.82,Yes,0,1.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,3
514,Hosea Cleveland,SC,U.S. House South Carolina District 3,Representative,Regular,6/12/18,Lost,None,0,-38.68,30.27,No,1,1.0,0.0,0.0,0,1.0,0.0,,,,,,,,,,,,,,2
515,Mary Geren,SC,U.S. House South Carolina District 3,Representative,Regular,6/12/18,Advanced,None,1,-38.68,69.730003,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,Yes,,,,,,,2
516,Brandon Brown,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Advanced,Advanced,1,-28.309999,28.469999,Yes,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,5
517,Doris Lee Turner,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Advanced,Lost,0,-28.309999,29.459999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,Yes,,,,Yes,,,5
518,Eric Graben,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,0,-28.309999,25.719999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,5
519,J.T. Davis,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,0,-28.309999,7.2199998,No,0,0.0,0.0,0.0,0,1.0,0.0,,,,,,,,,,,,,,5
520,Will Morin III,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,0,-28.309999,9.1300001,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,5
521,Archie Parnell,SC,U.S. House South Carolina District 5,Representative,Regular,6/12/18,Advanced,None,1,-19.280001,59.959999,Yes,0,0.0,0.0,0.0,0,0.0,0.0,No,,Yes,,,,,,,,,,,4
522,Mark Ali,SC,U.S. House South Carolina District 5,Representative,Regular,6/12/18,Lost,None,0,-19.280001,13.41,No,1,0.0,0.0,0.0,0,0.0,0.0,,,No,,,,,,,,,,,4
523,Sidney Moore,SC,U.S. House South Carolina District 5,Representative,Regular,6/12/18,Lost,None,0,-19.280001,17.17,No,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,4
524,Steve Lough,SC,U.S. House South Carolina District 5,Representative,Regular,6/12/18,Lost,None,0,-19.280001,9.46,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,4
525,Bill Hopkins,SC,U.S. House South Carolina District 7,Representative,Regular,6/12/18,Lost,None,0,-19.23,17.780001,No,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,No,,,,,,,4
526,Bruce Fischer,SC,U.S. House South Carolina District 7,Representative,Regular,6/12/18,Lost,None,0,-19.23,11.22,No,0,1.0,0.0,0.0,0,1.0,0.0,,,No,,,,No,,,,,,,4
527,Mal Hyman,SC,U.S. House South Carolina District 7,Representative,Regular,6/12/18,Advanced,Lost,0,-19.23,29.700001,No,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,Yes,,,,,,,4
528,Robert Williams,SC,U.S. House South Carolina District 7,Representative,Regular,6/12/18,Advanced,Advanced,1,-19.23,41.299999,Yes,1,1.0,0.0,1.0,0,0.0,0.0,,,No,,,,No,,,,,,,4
531,Joseph Schenkenfelder,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,0,-38.18,4.5100002,No,0,0.0,0.0,0.0,0,0.0,0.0,,,No,,,,No,,,No,,,,3
532,Joshua Williams,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,0,-38.18,23.08,No,0,0.0,0.0,0.0,0,1.0,0.0,,,Yes,,,,No,,,No,,,,3
533,Renee Hoyos,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Advanced,None,1,-38.18,72.410004,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,Yes,,,Yes,,,,3
535,Christopher Hale,TN,U.S. House Tennessee District 4,Representative,Regular,8/2/18,Lost,None,0,-41.48,34.720001,No,0,0.0,0.0,0.0,0,0.0,1.0,,,,,,,,,,No,,,,3
536,Mariah Phillips,TN,U.S. House Tennessee District 4,Representative,Regular,8/2/18,Advanced,None,1,-41.48,47.509998,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,Yes,,,,3
537,Steven Reynolds,TN,U.S. House Tennessee District 4,Representative,Regular,8/2/18,Lost,None,0,-41.48,17.77,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,No,,,,3
538,Christopher Finley,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,0,-49.110001,15.06,No,0,0.0,0.0,0.0,0,0.0,0.0,,,No,,,,,,,No,,,,4
539,Dawn Barlow,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Advanced,None,1,-49.110001,54.509998,Yes,0,0.0,0.0,0.0,0,1.0,0.0,,,Yes,,,,,,,No,,,,4
540,Merrilee Wineinger,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,0,-49.110001,22.059999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,No,,,,,,,Yes,,,,4
541,Peter Heffernan,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,0,-49.110001,8.3699999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,No,,,,,,,No,,,,4
542,Justin Kanew,TN,U.S. House Tennessee District 7,Representative,Regular,8/2/18,Advanced,None,1,-40.209999,62.110001,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,,,,Yes,,,,2
543,Matt Reel,TN,U.S. House Tennessee District 7,Representative,Regular,8/2/18,Lost,None,0,-40.209999,37.889999,No,0,1.0,0.0,0.0,0,0.0,0.0,,,No,,,,,,,No,,,,2
544,Erika Stotts Pearson,TN,U.S. House Tennessee District 8,Representative,Regular,8/2/18,Advanced,None,1,-37.560001,50.419998,Yes,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,No,,,,2
545,John Boatner Jr.,TN,U.S. House Tennessee District 8,Representative,Regular,8/2/18,Lost,None,0,-37.560001,49.580002,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,Yes,,,,2
546,Brent Beal,TX,U.S. House Texas District 1,Representative,Regular,3/6/18,Lost,None,0,-48.73,38.959999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,Yes,,,,,,,2
