,Candidate,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Partisan Lean,Primary %,Won Primary,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,STEM?,Obama Alum?,Party Support?,Emily Endorsed?,Guns Sense Candidate?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,total_runners
662,Jeffrey Payne,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,0.0,-13.23,4.75,No,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
663,Joe Mumbach,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,0.0,-13.23,1.36,No,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
664,Lupe Valdez,TX,Governor of Texas,Governor,Regular,3/6/18,Advanced,Advanced,1.0,-13.23,42.91,Yes,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
665,Thomas Wakely,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,0.0,-13.23,3.4100001,No,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
666,Brent Beal,TX,U.S. House Texas District 1,Representative,Regular,3/6/18,Lost,None,0.0,-48.73,38.959999,No,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
667,Shirley McKellar,TX,U.S. House Texas District 1,Representative,Regular,3/6/18,Advanced,None,1.0,-48.73,61.040001,Yes,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
668,Kevin Nelson,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Lost,None,0.0,-14.43,4.1199999,No,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
669,Madeline Eden,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Lost,None,0.0,-14.43,14.27,No,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
670,Matt Harris,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Lost,None,0.0,-14.43,7.3200002,No,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
671,Mike Siegel,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Advanced,Advanced,1.0,-14.43,40.0,Yes,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6
672,Tami Walker,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Lost,None,0.0,-14.43,15.56,No,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
673,Tawana Cadien,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Advanced,Lost,0.0,-14.43,17.959999,No,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
674,Eric Pfalzgraf,TX,U.S. House Texas District 11,Representative,Regular,3/6/18,Lost,None,0.0,-61.459999,17.09,No,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
675,Jennie Lou Leeder,TX,U.S. House Texas District 11,Representative,Regular,3/6/18,Advanced,None,1.0,-61.459999,82.910004,Yes,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
678,Adrienne Bell,TX,U.S. House Texas District 14,Representative,Regular,3/6/18,Advanced,None,1.0,-22.33,79.830002,Yes,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2
679,Levy Barnes Jr.,TX,U.S. House Texas District 14,Representative,Regular,3/6/18,Lost,None,0.0,-22.33,20.17,No,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
680,Dori Fenenbock,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,0.0,35.419998,21.969999,No,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
681,Enrique Garcia,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,0.0,35.419998,5.3299999,No,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
682,Jerome Tilghman,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,0.0,35.419998,2.97,No,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
683,John Carrillo,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,0.0,35.419998,1.55,No,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
684,Norma Chavez,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,0.0,35.419998,6.6599998,No,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
685,Veronica Escobar,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Advanced,None,1.0,35.419998,61.529999,Yes,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,6
686,Dale Mantey,TX,U.S. House Texas District 17,Representative,Regular,3/6/18,Lost,None,0.0,-21.33,36.599998,No,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
687,Rick Kennedy,TX,U.S. House Texas District 17,Representative,Regular,3/6/18,Advanced,None,1.0,-21.33,63.400002,Yes,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
689,Ali Khorasani,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,0.0,-16.33,7.5,No,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
690,H. P. Parvizian,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,0.0,-16.33,7.9099998,No,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
691,Jimmy Darnell Jones,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,0.0,-16.33,22.08,No,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
692,Silky Malik,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,0.0,-16.33,9.6999998,No,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
693,Todd Litton,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Advanced,None,1.0,-16.33,52.810001,Yes,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
694,Derrick Crowe,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,0.0,-15.51,23.049999,No,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4
695,Elliott McFadden,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,0.0,-15.51,17.02,No,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
696,Joseph Kopser,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Advanced,Advanced,1.0,-15.51,29.030001,Yes,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4
697,Mary Wilson,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Advanced,Lost,0.0,-15.51,30.9,No,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4
698,Letitia Plummer,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Advanced,Lost,0.0,-14.81,24.290001,No,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
699,Margarita Ruiz Johnson,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Lost,None,0.0,-14.81,12.64,No,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
700,Mark Gibson,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Lost,None,0.0,-14.81,10.24,No,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
701,Sri Preston Kulkarni,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Advanced,Advanced,1.0,-14.81,31.85,Yes,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
702,Steve Brown,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Lost,None,0.0,-14.81,20.98,No,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
703,Angela Villescaz,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Lost,None,0.0,-0.63,9.0900002,No,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
704,Gina Ortiz Jones,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Advanced,Advanced,1.0,-0.63,41.560001,Yes,1.0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,5
705,Jay Hulings,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Lost,None,0.0,-0.63,14.98,No,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
706,Judy Canales,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Lost,None,0.0,-0.63,16.99,No,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
707,Rick Trevi̱o,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Advanced,Lost,0.0,-0.63,17.379999,No,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5
708,Jan McDowell,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Advanced,None,1.0,-12.78,52.470001,Yes,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
709,John Biggan,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Lost,None,0.0,-12.78,21.52,No,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
710,Josh Imhoff,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Lost,None,0.0,-12.78,6.02,No,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
711,Todd Allen,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Lost,None,0.0,-12.78,20.0,No,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
712,Chetan Panda,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Lost,None,0.0,-19.23,9.04,No,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
713,Chris Perri,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Advanced,Lost,0.0,-19.23,32.790001,No,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,5
714,Julie Oliver,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Advanced,Advanced,1.0,-19.23,26.440001,Yes,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
715,Kathi Thomas,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Lost,None,0.0,-19.23,21.16,No,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
716,West Hansen,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Lost,None,0.0,-19.23,10.57,No,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
717,Linsey Fagan,TX,U.S. House Texas District 26,Representative,Regular,3/6/18,Advanced,None,1.0,-31.629999,52.66,Yes,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
718,Will Fisher,TX,U.S. House Texas District 26,Representative,Regular,3/6/18,Lost,None,0.0,-31.629999,47.34,No,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
719,Eric Holguin,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Advanced,Advanced,1.0,-25.809999,23.299999,Yes,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
720,Raul (Roy) Barrera,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Advanced,Lost,0.0,-25.809999,41.23,No,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
721,Ronnie McDonald,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Lost,None,0.0,-25.809999,16.389999,No,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
722,Vanessa Edwards Foster,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Lost,None,0.0,-25.809999,19.08,No,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
723,Augustine Reyes,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,0.0,39.970001,2.8299999,No,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
724,Dominique Garcia,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,0.0,39.970001,2.5799999,No,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
725,Hector Morales,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,0.0,39.970001,3.04,No,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7
726,Pedro Valencia,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,0.0,39.970001,1.04,No,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
727,Roel Garcia,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,0.0,39.970001,6.5900002,No,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
728,Sylvia Garcia,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Advanced,None,1.0,39.970001,63.259998,Yes,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
729,Tahir Javed,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,0.0,39.970001,20.67,No,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
730,Adam Bell,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Lost,None,0.0,-20.709999,17.959999,No,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
731,Lorie Burch,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Advanced,Advanced,1.0,-20.709999,49.610001,Yes,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
732,Medrick Yhap,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Lost,None,0.0,-20.709999,3.76,No,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
733,Sam Johnson,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Advanced,Lost,0.0,-20.709999,28.68,No,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
734,Christine Mann,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Advanced,Lost,0.0,-17.379999,33.509998,No,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4
735,Kent Lester,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Lost,None,0.0,-17.379999,10.32,No,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
736,M.J. Hegar,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Advanced,Advanced,1.0,-17.379999,44.93,Yes,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
737,Mike Clark,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Lost,None,0.0,-17.379999,11.23,No,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
738,Brett Shipp,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,0.0,-4.98,16.34,No,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
739,Colin Allred,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Advanced,Advanced,1.0,-4.98,38.43,Yes,1.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,7
740,Ed Meier,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,0.0,-4.98,13.7,No,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7
741,George Rodriguez,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,0.0,-4.98,7.5900002,No,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
742,Lillian Salerno,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Advanced,Lost,0.0,-4.98,18.35,No,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7
743,Ron Marshall,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,0.0,-4.98,3.24,No,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
744,Todd Maternowski,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,0.0,-4.98,2.3599999,No,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
745,Dayna Steele,TX,U.S. House Texas District 36,Representative,Regular,3/6/18,Advanced,None,1.0,-49.509998,72.0,Yes,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
746,Jon Powell,TX,U.S. House Texas District 36,Representative,Regular,3/6/18,Lost,None,0.0,-49.509998,28.0,No,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
747,Catherine Krantz,TX,U.S. House Texas District 4,Representative,Regular,3/6/18,Advanced,None,1.0,-55.029999,68.620003,Yes,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
748,Lander Bethel,TX,U.S. House Texas District 4,Representative,Regular,3/6/18,Lost,None,0.0,-55.029999,31.379999,No,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
750,Jana Lynne Sanchez,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Advanced,Advanced,1.0,-16.030001,36.900002,Yes,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
751,John Duncan,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,0.0,-16.030001,13.52,No,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
752,Justin Snider,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,0.0,-16.030001,6.8499999,No,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
753,Levii Shocklee,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,0.0,-16.030001,5.7800002,No,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
754,Ruby Faye Woolridge,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Advanced,Lost,0.0,-16.030001,36.950001,No,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
755,Alex Triantaphyllis,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,0.0,-6.8099999,15.73,No,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
756,Ivan Sanchez,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,0.0,-6.8099999,5.6900001,No,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
757,James Cargas,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,0.0,-6.8099999,1.96,No,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
758,Jason Westin,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,0.0,-6.8099999,19.16,No,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
759,Joshua Butler,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,0.0,-6.8099999,3.77,No,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
760,Laura Moser,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Advanced,Lost,0.0,-6.8099999,24.34,No,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,7
761,Lizzie Pannill Fletcher,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Advanced,Advanced,1.0,-6.8099999,29.360001,Yes,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
763,Beto O'Rourke,TX,U.S. Senate Texas,Senator,Regular,3/6/18,Advanced,None,1.0,-13.23,61.810001,Yes,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
764,Edward Kimbrough,TX,U.S. Senate Texas,Senator,Regular,3/6/18,Lost,None,0.0,-13.23,14.47,No,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
765,Sema Hernandez,TX,U.S. Senate Texas,Senator,Regular,3/6/18,Lost,None,0.0,-13.23,23.719999,No,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
766,Kurt Weiland,UT,U.S. House Utah District 1,Representative,Regular,6/26/18,Lost,None,0.0,-37.259998,43.150002,No,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
767,Lee Castillo,UT,U.S. House Utah District 1,Representative,Regular,6/26/18,Advanced,None,1.0,-37.259998,56.849998,Yes,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
772,Edwin Santana,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Lost,None,0.0,-14.81,32.900002,No,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
773,John Suddarth,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Lost,None,0.0,-14.81,27.129999,No,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
774,Vangie Williams,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Advanced,None,1.0,-14.81,39.970001,Yes,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
775,Alison Kiehl Friedman,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,0.0,4.6900001,22.959999,No,0.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6
776,Dan Helmer,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,0.0,4.6900001,12.55,No,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6
777,Jennifer Wexton,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Advanced,None,1.0,4.6900001,41.889999,Yes,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
778,Julia Biggins,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,0.0,4.6900001,2.8299999,No,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6
779,Lindsey Davis Stover,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,0.0,4.6900001,16.02,No,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6
780,Paul Pelletier,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,0.0,4.6900001,3.76,No,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
781,Elaine Luria,VA,U.S. House Virginia District 2,Representative,Regular,6/12/18,Advanced,None,1.0,-5.6599998,62.330002,Yes,0.0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,2
782,Karen Mallard,VA,U.S. House Virginia District 2,Representative,Regular,6/12/18,Lost,None,0.0,-5.6599998,37.669998,No,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
784,Charlotte Moore,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,0.0,-25.959999,18.450001,No,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
785,Jennifer Lewis,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Advanced,None,1.0,-25.959999,47.669998,Yes,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4
786,Peter Volosin,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,0.0,-25.959999,27.190001,No,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
787,Sergio Coppola,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,0.0,-25.959999,6.6799998,No,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
788,Abigail Spanberger,VA,U.S. House Virginia District 7,Representative,Regular,6/12/18,Advanced,None,1.0,-10.03,72.68,Yes,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
789,Dan Ward,VA,U.S. House Virginia District 7,Representative,Regular,6/12/18,Lost,None,0.0,-10.03,27.32,No,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
790,Anthony Flaccavento,VA,U.S. House Virginia District 9,Representative,Regular,6/12/18,Advanced,None,1.0,-40.709999,78.639999,Yes,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
791,Justin Santopietro,VA,U.S. House Virginia District 9,Representative,Regular,6/12/18,Lost,None,0.0,-40.709999,21.360001,No,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
792,Carolyn Long,WA,U.S. House Washington District 3,Representative,Regular,8/7/18,Advanced,None,1.0,-8.5100002,,Yes,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4
793,David McDevitt,WA,U.S. House Washington District 3,Representative,Regular,8/7/18,Lost,None,0.0,-8.5100002,,No,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
794,Dorothy Gasque,WA,U.S. House Washington District 3,Representative,Regular,8/7/18,Lost,None,0.0,-8.5100002,,No,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4
795,Martin Hash,WA,U.S. House Washington District 3,Representative,Regular,8/7/18,Lost,None,0.0,-8.5100002,,No,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
798,Jason Rittereiser,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Lost,None,0.0,0.12,,No,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4
799,Kim Schrier,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Advanced,None,1.0,0.12,,Yes,0.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4
800,Shannon Hader,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Lost,None,0.0,0.12,,No,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
801,Thomas Cramer,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Lost,None,0.0,0.12,,No,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
