,Candidate,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Partisan Lean,Primary %,Won Primary,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,STEM?,Obama Alum?,Party Support?,Emily Endorsed?,Guns Sense Candidate?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,dist_num,District Abbrev,total_runners
515,mal hyman,SC,U.S. House South Carolina District 7,Representative,Regular,6/12/18,Advanced,Lost,0,-19.23,29.700001,No,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,Yes,,,,,,,7,SC-7,4
516,robert williams,SC,U.S. House South Carolina District 7,Representative,Regular,6/12/18,Advanced,Advanced,1,-19.23,41.299999,Yes,1,1.0,0.0,1.0,0,0.0,0.0,,,No,,,,No,,,,,,,7,SC-7,4
519,joseph schenkenfelder,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,0,-38.18,4.5100002,No,0,0.0,0.0,0.0,0,0.0,0.0,,,No,,,,No,,,No,,,,2,TN-2,3
520,joshua williams,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,0,-38.18,23.08,No,0,0.0,0.0,0.0,0,1.0,0.0,,,Yes,,,,No,,,No,,,,2,TN-2,3
521,renee hoyos,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Advanced,None,1,-38.18,72.410004,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,Yes,,,Yes,,,,2,TN-2,3
523,christopher hale,TN,U.S. House Tennessee District 4,Representative,Regular,8/2/18,Lost,None,0,-41.48,34.720001,No,0,0.0,0.0,0.0,0,0.0,1.0,,,,,,,,,,No,,,,4,TN-4,3
524,mariah phillips,TN,U.S. House Tennessee District 4,Representative,Regular,8/2/18,Advanced,None,1,-41.48,47.509998,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,Yes,,,,4,TN-4,3
525,steven reynolds,TN,U.S. House Tennessee District 4,Representative,Regular,8/2/18,Lost,None,0,-41.48,17.77,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,No,,,,4,TN-4,3
526,christopher finley,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,0,-49.110001,15.06,No,0,0.0,0.0,0.0,0,0.0,0.0,,,No,,,,,,,No,,,,6,TN-6,4
527,dawn barlow,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Advanced,None,1,-49.110001,54.509998,Yes,0,0.0,0.0,0.0,0,1.0,0.0,,,Yes,,,,,,,No,,,,6,TN-6,4
528,merrilee wineinger,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,0,-49.110001,22.059999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,No,,,,,,,Yes,,,,6,TN-6,4
529,peter heffernan,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,0,-49.110001,8.3699999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,No,,,,,,,No,,,,6,TN-6,4
530,justin kanew,TN,U.S. House Tennessee District 7,Representative,Regular,8/2/18,Advanced,None,1,-40.209999,62.110001,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,,,,Yes,,,,7,TN-7,2
531,matt reel,TN,U.S. House Tennessee District 7,Representative,Regular,8/2/18,Lost,None,0,-40.209999,37.889999,No,0,1.0,0.0,0.0,0,0.0,0.0,,,No,,,,,,,No,,,,7,TN-7,2
532,erika stotts pearson,TN,U.S. House Tennessee District 8,Representative,Regular,8/2/18,Advanced,None,1,-37.560001,50.419998,Yes,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,No,,,,8,TN-8,2
533,john boatner jr.,TN,U.S. House Tennessee District 8,Representative,Regular,8/2/18,Lost,None,0,-37.560001,49.580002,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,Yes,,,,8,TN-8,2
534,brent beal,TX,U.S. House Texas District 1,Representative,Regular,3/6/18,Lost,None,0,-48.73,38.959999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,Yes,,,,,,,1,TX-1,2
535,shirley mckellar,TX,U.S. House Texas District 1,Representative,Regular,3/6/18,Advanced,None,1,-48.73,61.040001,Yes,1,1.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,,,,,1,TX-1,2
536,kevin nelson,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Lost,None,0,-14.43,4.1199999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,10,TX-10,6
537,madeline eden,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Lost,None,0,-14.43,14.27,No,0,0.0,1.0,0.0,0,1.0,0.0,,,,,,,,,,,,,,10,TX-10,6
538,matt harris,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Lost,None,0,-14.43,7.3200002,No,0,0.0,0.0,0.0,0,1.0,0.0,,,,,,,,,,,,,,10,TX-10,6
539,mike siegel,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Advanced,Advanced,1,-14.43,40.0,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,Yes,,,,,,,10,TX-10,6
540,tami walker,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Lost,None,0,-14.43,15.56,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,10,TX-10,6
541,tawana cadien,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Advanced,Lost,0,-14.43,17.959999,No,1,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,,,,,,,,10,TX-10,6
542,eric pfalzgraf,TX,U.S. House Texas District 11,Representative,Regular,3/6/18,Lost,None,0,-61.459999,17.09,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,11,TX-11,2
543,jennie lou leeder,TX,U.S. House Texas District 11,Representative,Regular,3/6/18,Advanced,None,1,-61.459999,82.910004,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,11,TX-11,2
546,adrienne bell,TX,U.S. House Texas District 14,Representative,Regular,3/6/18,Advanced,None,1,-22.33,79.830002,Yes,1,0.0,0.0,0.0,0,0.0,1.0,,,,,,,Yes,Yes,,,,,,14,TX-14,2
547,levy barnes jr.,TX,U.S. House Texas District 14,Representative,Regular,3/6/18,Lost,None,0,-22.33,20.17,No,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,No,,,,,,14,TX-14,2
548,dori fenenbock,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,0,35.419998,21.969999,No,0,0.0,0.0,0.0,1,0.0,0.0,,No,,,,,No,,No,,,,,16,TX-16,6
549,enrique garcia,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,0,35.419998,5.3299999,No,1,0.0,0.0,0.0,0,0.0,0.0,,No,,,,,No,,No,,,,,16,TX-16,6
550,jerome tilghman,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,0,35.419998,2.97,No,1,1.0,0.0,0.0,0,0.0,0.0,,No,,,,,No,,No,,,,,16,TX-16,6
551,john carrillo,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,0,35.419998,1.55,No,1,0.0,0.0,0.0,0,0.0,0.0,,No,,,,,No,,No,,,,,16,TX-16,6
552,norma chavez,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,0,35.419998,6.6599998,No,1,0.0,0.0,1.0,0,0.0,0.0,,No,,,,,No,,No,,,,,16,TX-16,6
553,veronica escobar,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Advanced,None,1,35.419998,61.529999,Yes,1,0.0,0.0,1.0,0,0.0,0.0,,Yes,,,,,Yes,,Yes,,,,,16,TX-16,6
554,dale mantey,TX,U.S. House Texas District 17,Representative,Regular,3/6/18,Lost,None,0,-21.33,36.599998,No,0,0.0,0.0,0.0,0,1.0,0.0,,,,,,,Yes,,,,,,,17,TX-17,2
555,rick kennedy,TX,U.S. House Texas District 17,Representative,Regular,3/6/18,Advanced,None,1,-21.33,63.400002,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,,,,,17,TX-17,2
557,ali khorasani,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,0,-16.33,7.5,No,1,0.0,1.0,0.0,0,1.0,0.0,,,,,,,Yes,No,,,,,,2,TX-2,5
558,h. p. parvizian,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,0,-16.33,7.9099998,No,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,No,,,,,,2,TX-2,5
559,jimmy darnell jones,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,0,-16.33,22.08,No,1,1.0,0.0,0.0,0,0.0,0.0,,,,,,,No,Yes,,,,,,2,TX-2,5
560,silky malik,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,0,-16.33,9.6999998,No,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,No,,,,,,2,TX-2,5
561,todd litton,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Advanced,None,1,-16.33,52.810001,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,No,,,,,,2,TX-2,5
562,derrick crowe,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,0,-15.51,23.049999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,Yes,Yes,,,,No,,21,TX-21,4
563,elliott mcfadden,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,0,-15.51,17.02,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,No,,,,No,,21,TX-21,4
564,joseph kopser,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Advanced,Advanced,1,-15.51,29.030001,Yes,0,1.0,0.0,0.0,0,1.0,0.0,,,Yes,,,,No,No,,,,Yes,,21,TX-21,4
565,mary wilson,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Advanced,Lost,0,-15.51,30.9,No,0,0.0,1.0,0.0,0,1.0,0.0,,,Yes,,,,No,Yes,,,,No,,21,TX-21,4
566,letitia plummer,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Advanced,Lost,0,-14.81,24.290001,No,1,0.0,0.0,0.0,0,1.0,0.0,,,No,,,,No,Yes,,,,,,22,TX-22,5
567,margarita ruiz johnson,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Lost,None,0,-14.81,12.64,No,1,1.0,0.0,0.0,0,0.0,0.0,,,,,,,No,No,,,,,,22,TX-22,5
568,mark gibson,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Lost,None,0,-14.81,10.24,No,1,1.0,0.0,0.0,0,0.0,0.0,,,,,,,No,No,,,,,,22,TX-22,5
569,sri preston kulkarni,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Advanced,Advanced,1,-14.81,31.85,Yes,1,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,No,No,,,,,,22,TX-22,5
570,steve brown,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Lost,None,0,-14.81,20.98,No,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,Yes,No,,,,,,22,TX-22,5
571,angela villescaz,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Lost,None,0,-0.63,9.0900002,No,1,0.0,0.0,0.0,0,0.0,0.0,,No,,,,,No,No,,,,No,,23,TX-23,5
572,gina ortiz jones,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Advanced,Advanced,1,-0.63,41.560001,Yes,1,1.0,1.0,0.0,0,0.0,0.0,Yes,Yes,Yes,,,,No,No,,,,Yes,,23,TX-23,5
573,jay hulings,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Lost,None,0,-0.63,14.98,No,1,0.0,0.0,0.0,0,0.0,1.0,,No,,,,,No,No,,,,No,,23,TX-23,5
574,judy canales,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Lost,None,0,-0.63,16.99,No,1,0.0,0.0,0.0,0,0.0,1.0,,No,,,,,No,No,,,,No,,23,TX-23,5
575,rick trevi̱o,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Advanced,Lost,0,-0.63,17.379999,No,1,0.0,0.0,0.0,0,0.0,0.0,No,No,,,,,Yes,Yes,,,,No,,23,TX-23,5
576,jan mcdowell,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Advanced,None,1,-12.78,52.470001,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,,,,,,,,24,TX-24,4
577,john biggan,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Lost,None,0,-12.78,21.52,No,0,0.0,0.0,0.0,0,1.0,0.0,,,,,,,,,,,,,,24,TX-24,4
578,josh imhoff,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Lost,None,0,-12.78,6.02,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,24,TX-24,4
579,todd allen,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Lost,None,0,-12.78,20.0,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,24,TX-24,4
580,chetan panda,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Lost,None,0,-19.23,9.04,No,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,No,,,,25,TX-25,5
581,chris perri,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Advanced,Lost,0,-19.23,32.790001,No,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,Yes,,,Yes,,,,25,TX-25,5
582,julie oliver,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Advanced,Advanced,1,-19.23,26.440001,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,No,,,No,,,,25,TX-25,5
583,kathi thomas,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Lost,None,0,-19.23,21.16,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,No,,,,25,TX-25,5
584,west hansen,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Lost,None,0,-19.23,10.57,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,No,,,,25,TX-25,5
585,linsey fagan,TX,U.S. House Texas District 26,Representative,Regular,3/6/18,Advanced,None,1,-31.629999,52.66,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,Yes,Yes,,,,,,26,TX-26,2
586,will fisher,TX,U.S. House Texas District 26,Representative,Regular,3/6/18,Lost,None,0,-31.629999,47.34,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,No,,,,,,26,TX-26,2
587,eric holguin,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Advanced,Advanced,1,-25.809999,23.299999,Yes,1,0.0,1.0,0.0,0,0.0,0.0,,,,,,,Yes,,,,,,,27,TX-27,4
588,raul (roy) barrera,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Advanced,Lost,0,-25.809999,41.23,No,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,,,,,27,TX-27,4
589,ronnie mcdonald,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Lost,None,0,-25.809999,16.389999,No,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,27,TX-27,4
590,vanessa edwards foster,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Lost,None,0,-25.809999,19.08,No,0,0.0,1.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,27,TX-27,4
591,augustine reyes,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,0,39.970001,2.8299999,No,1,1.0,0.0,0.0,0,0.0,0.0,,No,,,,,No,,,,,,,29,TX-29,7
592,dominique garcia,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,0,39.970001,2.5799999,No,1,0.0,0.0,0.0,0,0.0,0.0,,No,,,,,No,No,,,,,,29,TX-29,7
593,hector morales,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,0,39.970001,3.04,No,1,0.0,0.0,0.0,0,0.0,0.0,,No,,,,,Yes,Yes,,,,,,29,TX-29,7
594,pedro valencia,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,0,39.970001,1.04,No,1,0.0,0.0,0.0,0,0.0,0.0,,No,,,,,No,,,,,,,29,TX-29,7
595,roel garcia,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,0,39.970001,6.5900002,No,1,0.0,0.0,0.0,0,0.0,0.0,,No,,,,,No,,,,,,,29,TX-29,7
596,sylvia garcia,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Advanced,None,1,39.970001,63.259998,Yes,1,0.0,0.0,1.0,0,0.0,0.0,,Yes,,,,,No,,,,,,,29,TX-29,7
597,tahir javed,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,0,39.970001,20.67,No,1,0.0,0.0,0.0,1,0.0,0.0,,No,,,,,No,,,,,,,29,TX-29,7
598,adam bell,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Lost,None,0,-20.709999,17.959999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,,No,,,,,,3,TX-3,4
599,lorie burch,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Advanced,Advanced,1,-20.709999,49.610001,Yes,0,0.0,1.0,0.0,0,0.0,0.0,,,No,,,,,Yes,,,,,,3,TX-3,4
600,medrick yhap,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Lost,None,0,-20.709999,3.76,No,1,0.0,0.0,0.0,0,0.0,0.0,,,No,,,,,No,,,,,,3,TX-3,4
601,sam johnson,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Advanced,Lost,0,-20.709999,28.68,No,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,,No,,,,,,3,TX-3,4
602,christine mann,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Advanced,Lost,0,-17.379999,33.509998,No,0,0.0,0.0,0.0,0,1.0,0.0,,,Yes,,,,Yes,,,,,,,31,TX-31,4
603,kent lester,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Lost,None,0,-17.379999,10.32,No,0,1.0,0.0,0.0,0,0.0,0.0,,,No,,,,No,,,,,,,31,TX-31,4
604,m.j. hegar,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Advanced,Advanced,1,-17.379999,44.93,Yes,0,1.0,0.0,0.0,0,0.0,0.0,,,No,,,,No,,,,,,,31,TX-31,4
605,mike clark,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Lost,None,0,-17.379999,11.23,No,0,0.0,0.0,0.0,0,1.0,0.0,,,No,,,,No,,,,,,,31,TX-31,4
606,brett shipp,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,0,-4.98,16.34,No,0,0.0,0.0,0.0,0,0.0,0.0,No,No,No,,,,,,,,,,,32,TX-32,7
607,colin allred,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Advanced,Advanced,1,-4.98,38.43,Yes,1,0.0,0.0,0.0,0,0.0,1.0,Yes,No,Yes,,,,,,,,,,,32,TX-32,7
608,ed meier,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,0,-4.98,13.7,No,0,0.0,0.0,0.0,0,0.0,1.0,No,No,Yes,,,,,,,,,,,32,TX-32,7
609,george rodriguez,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,0,-4.98,7.5900002,No,1,0.0,0.0,0.0,0,0.0,0.0,No,No,No,,,,,,,,,,,32,TX-32,7
610,lillian salerno,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Advanced,Lost,0,-4.98,18.35,No,0,0.0,0.0,0.0,0,0.0,1.0,No,Yes,No,,,,,,,,,,,32,TX-32,7
611,ron marshall,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,0,-4.98,3.24,No,0,1.0,0.0,0.0,0,1.0,0.0,No,No,No,,,,,,,,,,,32,TX-32,7
612,todd maternowski,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,0,-4.98,2.3599999,No,0,0.0,0.0,0.0,0,0.0,0.0,No,No,No,,,,,,,,,,,32,TX-32,7
613,dayna steele,TX,U.S. House Texas District 36,Representative,Regular,3/6/18,Advanced,None,1,-49.509998,72.0,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,Yes,,,Yes,,,,36,TX-36,2
614,jon powell,TX,U.S. House Texas District 36,Representative,Regular,3/6/18,Lost,None,0,-49.509998,28.0,No,0,0.0,0.0,1.0,0,1.0,0.0,,,,,,,No,,,No,,,,36,TX-36,2
615,catherine krantz,TX,U.S. House Texas District 4,Representative,Regular,3/6/18,Advanced,None,1,-55.029999,68.620003,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,4,TX-4,2
616,lander bethel,TX,U.S. House Texas District 4,Representative,Regular,3/6/18,Lost,None,0,-55.029999,31.379999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,4,TX-4,2
618,jana lynne sanchez,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Advanced,Advanced,1,-16.030001,36.900002,Yes,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,,,,,6,TX-6,5
619,john duncan,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,0,-16.030001,13.52,No,0,0.0,1.0,0.0,0,0.0,0.0,,,,,,,No,,,,,,,6,TX-6,5
620,justin snider,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,0,-16.030001,6.8499999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,Yes,,,,,,,6,TX-6,5
621,levii shocklee,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,0,-16.030001,5.7800002,No,0,1.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,,,,,6,TX-6,5
622,ruby faye woolridge,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Advanced,Lost,0,-16.030001,36.950001,No,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,,,,,6,TX-6,5
623,alex triantaphyllis,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,0,-6.8099999,15.73,No,0,0.0,0.0,0.0,0,0.0,0.0,,No,,,,,No,No,,,No,,,7,TX-7,7
624,ivan sanchez,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,0,-6.8099999,5.6900001,No,1,0.0,0.0,0.0,0,0.0,0.0,,No,,,,,No,No,,,No,,,7,TX-7,7
625,james cargas,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,0,-6.8099999,1.96,No,0,0.0,0.0,0.0,0,0.0,0.0,,No,,,,,No,No,,,No,,,7,TX-7,7
626,jason westin,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,0,-6.8099999,19.16,No,0,0.0,0.0,0.0,0,1.0,0.0,,No,,,,,No,No,,,No,,,7,TX-7,7
627,joshua butler,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,0,-6.8099999,3.77,No,1,0.0,0.0,0.0,0,0.0,0.0,,No,,,,,No,No,,,No,,,7,TX-7,7
628,laura moser,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Advanced,Lost,0,-6.8099999,24.34,No,0,0.0,0.0,0.0,0,0.0,0.0,No,No,,,,,Yes,Yes,,,Yes,,,7,TX-7,7
629,lizzie pannill fletcher,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Advanced,Advanced,1,-6.8099999,29.360001,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,Yes,,,,,No,No,,,No,,,7,TX-7,7
631,kurt weiland,UT,U.S. House Utah District 1,Representative,Regular,6/26/18,Lost,None,0,-37.259998,43.150002,No,0,1.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,1,UT-1,2
632,lee castillo,UT,U.S. House Utah District 1,Representative,Regular,6/26/18,Advanced,None,1,-37.259998,56.849998,Yes,1,0.0,1.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,1,UT-1,2
636,edwin santana,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Lost,None,0,-14.81,32.900002,No,1,1.0,0.0,0.0,0,0.0,0.0,,,No,,,,Yes,,,,,,,1,VA-1,3
637,john suddarth,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Lost,None,0,-14.81,27.129999,No,0,1.0,0.0,0.0,0,1.0,0.0,,,Yes,,,,No,,,,,,,1,VA-1,3
638,vangie williams,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Advanced,None,1,-14.81,39.970001,Yes,1,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,No,,,,,,,1,VA-1,3
639,alison kiehl friedman,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,0,4.6900001,22.959999,No,0,0.0,0.0,0.0,1,0.0,1.0,,,Yes,,,,No,,,,,No,,10,VA-10,6
640,dan helmer,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,0,4.6900001,12.55,No,0,1.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,No,,,,,Yes,,10,VA-10,6
641,jennifer wexton,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Advanced,None,1,4.6900001,41.889999,Yes,0,0.0,0.0,1.0,0,0.0,0.0,,,Yes,,,,No,,,,,No,,10,VA-10,6
642,julia biggins,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,0,4.6900001,2.8299999,No,0,0.0,0.0,0.0,0,1.0,0.0,,,Yes,,,,Yes,,,,,No,,10,VA-10,6
643,lindsey davis stover,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,0,4.6900001,16.02,No,0,0.0,0.0,0.0,0,0.0,1.0,,,Yes,,,,No,,,,,No,,10,VA-10,6
644,paul pelletier,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,0,4.6900001,3.76,No,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,No,,,,,No,,10,VA-10,6
645,elaine luria,VA,U.S. House Virginia District 2,Representative,Regular,6/12/18,Advanced,None,1,-5.6599998,62.330002,Yes,0,1.0,0.0,0.0,0,1.0,0.0,Yes,Yes,Yes,,,,,,,,No,Yes,,2,VA-2,2
646,karen mallard,VA,U.S. House Virginia District 2,Representative,Regular,6/12/18,Lost,None,0,-5.6599998,37.669998,No,0,0.0,0.0,0.0,0,0.0,0.0,No,No,Yes,,,,,,,,Yes,No,,2,VA-2,2
648,charlotte moore,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,0,-25.959999,18.450001,No,0,0.0,0.0,1.0,0,0.0,0.0,,,No,,,,No,,,,,,,6,VA-6,4
649,jennifer lewis,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Advanced,None,1,-25.959999,47.669998,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,Yes,,,,,,,6,VA-6,4
650,peter volosin,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,0,-25.959999,27.190001,No,0,0.0,1.0,0.0,0,1.0,0.0,,,No,,,,No,,,,,,,6,VA-6,4
651,sergio coppola,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,0,-25.959999,6.6799998,No,0,0.0,0.0,0.0,0,1.0,0.0,,,No,,,,No,,,,,,,6,VA-6,4
